description	enabled	firstLadderSeason	lastLadderSeason	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
Add Rune - Eld	1			100					2	y01	r02						useitem				RB-Low			2	2																																																																															0	0
Add Rune - Tir	1			100					2	y01	r03						useitem				RB-Low			4	4																																																																															0	0
Add Rune - Nef	1			100					2	y01	r04						useitem				RB-Low			8	8																																																																															0	0
Add Rune - Eth	1			100					2	y01	r05						useitem				RB-Low			16	16																																																																															0	0
Add Rune - Ith	1			100					2	y01	r06						useitem				RB-Low			32	32																																																																															0	0
Add Rune - Tal	1			100					2	y01	r07						useitem				RB-Low			64	64																																																																															0	0
Add Rune - Ral	1			100					2	y01	r08						useitem				RB-Low			128	128																																																																															0	0
Add Rune - Ort	1			100					2	y01	r09						useitem				RB-Low			256	256																																																																															0	0
Add Rune - Thul	1			100					2	y01	r10						useitem				RB-Low			512	512																																																																															0	0
Add Rune - Amn	1			100					2	y01	r11						useitem				RB-Low			1024	1024																																																																															0	0
Add Rune - Sol	1			100					2	y01	r12						useitem				RB-Mid			1	1																																																																															0	0
Add Rune - Shael	1			100					2	y01	r13						useitem				RB-Mid			2	2																																																																															0	0
Add Rune - Dol	1			100					2	y01	r14						useitem				RB-Mid			4	4																																																																															0	0
Add Rune - Hel	1			100					2	y01	r15						useitem				RB-Mid			8	8																																																																															0	0
Add Rune - Io	1			100					2	y01	r16						useitem				RB-Mid			16	16																																																																															0	0
Add Rune - Lum	1			100					2	y01	r17						useitem				RB-Mid			32	32																																																																															0	0
Add Rune - Ko	1			100					2	y01	r18						useitem				RB-Mid			64	64																																																																															0	0
Add Rune - Fal	1			100					2	y01	r19						useitem				RB-Mid			128	128																																																																															0	0
Add Rune - Lem	1			100					2	y01	r20						useitem				RB-Mid			256	256																																																																															0	0
Add Rune - Pul	1			100					2	y01	r21						useitem				RB-Mid			512	512																																																																															0	0
Add Rune - Um	1			100					2	y01	r22						useitem				RB-Mid			1024	1024																																																																															0	0
Add Rune - Mal	1			100					2	y01	r23						useitem				RB-High			1	1																																																																															0	0
Add Rune - Ist	1			100					2	y01	r24						useitem				RB-High			2	2																																																																															0	0
Add Rune - Gul	1			100					2	y01	r25						useitem				RB-High			4	4																																																																															0	0
Add Rune - Vex	1			100					2	y01	r26						useitem				RB-High			8	8																																																																															0	0
Add Rune - Ohm	1			100					2	y01	r27						useitem				RB-High			16	16																																																																															0	0
Add Rune - Lo	1			100					2	y01	r28						useitem				RB-High			32	32																																																																															0	0
Add Rune - Sur	1			100					2	y01	r29						useitem				RB-High			64	64																																																																															0	0
Add Rune - Ber	1			100					2	y01	r30						useitem				RB-High			128	128																																																																															0	0
Add Rune - Jah	1			100					2	y01	r31						useitem				RB-High			256	256																																																																															0	0
Add Rune - Cham	1			100					2	y01	r32						useitem				RB-High			512	512																																																																															0	0
Add Rune - Zod	1			100					2	y01	r33						useitem				RB-High			1024	1024																																																																															0	0
Add Rune - El x2	1			100					3	y01	"r01,qty=2"						useitem				RB-Low			2	2																																																																															0	0
Add Rune - Eld x2	1			100					3	y01	"r02,qty=2"						useitem				RB-Low			4	4																																																																															0	0
Add Rune - Tir x2	1			100					3	y01	"r03,qty=2"						useitem				RB-Low			8	8																																																																															0	0
Add Rune - Nef x2	1			100					3	y01	"r04,qty=2"						useitem				RB-Low			16	16																																																																															0	0
Add Rune - Eth x2	1			100					3	y01	"r05,qty=2"						useitem				RB-Low			32	32																																																																															0	0
Add Rune - Ith x2	1			100					3	y01	"r06,qty=2"						useitem				RB-Low			64	64																																																																															0	0
Add Rune - Tal x2	1			100					3	y01	"r07,qty=2"						useitem				RB-Low			128	128																																																																															0	0
Add Rune - Ral x2	1			100					3	y01	"r08,qty=2"						useitem				RB-Low			256	256																																																																															0	0
Add Rune - Ort x2	1			100					3	y01	"r09,qty=2"						useitem				RB-Low			512	512																																																																															0	0
Add Rune - Thul x2	1			100					3	y01	"r10,qty=2"						useitem				RB-Low			1024	1024																																																																															0	0
Add Rune - Amn x2	1			100					3	y01	"r11,qty=2"						useitem				RB-Low			2048	2048																																																																															0	0
Add Rune - Sol x2	1			100					3	y01	"r12,qty=2"						useitem				RB-Mid			2	2																																																																															0	0
