ItemType	Code	Equiv1	Equiv2	Repair	Body	BodyLoc1	BodyLoc2	Shoots	Quiver	Throwable	Reload	ReEquip	AutoStack	Magic	Rare	Normal	Beltable	MaxSockets1	MaxSocketsLevelThreshold1	MaxSockets2	MaxSocketsLevelThreshold2	MaxSockets3	TreasureClass	Rarity	StaffMods	Class	VarInvGfx	InvGfx1	InvGfx2	InvGfx3	InvGfx4	InvGfx5	InvGfx6	StorePage	*eol	*skillID	*CTC	UICategory	RunewordCategory1	RunewordCategory2	Restricted
G670	G670			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 213 lev58				
G671	G671			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 213 lev59				
G672	G672			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 213 lev60				
G673	G673			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 213 lev61				
G674	G674			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 213 lev62				
G675	G675			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 213 lev63				
G676	G676			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 214 lev0				
G677	G677			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 214 lev1				
G678	G678			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 214 lev2				
G679	G679			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 214 lev3				
G680	G680			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 214 lev4				
G681	G681			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 214 lev5				
G682	G682			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 214 lev6				
G683	G683			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 214 lev7				
G684	G684			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 214 lev8				
G685	G685			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 214 lev9				
G686	G686			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 214 lev10				
G687	G687			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 214 lev11				
G688	G688			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 214 lev12				
G689	G689			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 214 lev13				
G690	G690			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 214 lev14				
G691	G691			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 214 lev15				
G692	G692			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 214 lev16				
G693	G693			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 214 lev17				
G694	G694			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 214 lev18				
G695	G695			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 214 lev19				
G696	G696			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 214 lev20				
G697	G697			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 214 lev21				
G698	G698			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 214 lev22				
G699	G699			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 214 lev23				
G700	G700			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 214 lev24				
G701	G701			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 214 lev25				
G702	G702			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 214 lev26				
G703	G703			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 214 lev27				
G704	G704			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 214 lev28				
G705	G705			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 214 lev29				
G706	G706			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 214 lev30				
G707	G707			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 214 lev31				
G708	G708			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 214 lev32				
G709	G709			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 214 lev33				
G710	G710			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 214 lev34				
G711	G711			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 214 lev35				
G712	G712			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 214 lev36				
G713	G713			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 214 lev37				
G714	G714			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 214 lev38				
G715	G715			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 214 lev39				
G716	G716			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 214 lev40				
G717	G717			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 214 lev41				
G718	G718			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 214 lev42				
G719	G719			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 214 lev43				
G720	G720			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 214 lev44				
G721	G721			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 214 lev45				
G722	G722			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 214 lev46				
G723	G723			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 214 lev47				
G724	G724			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 214 lev48				
G725	G725			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 214 lev49				
G726	G726			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 214 lev50				
G727	G727			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 214 lev51				
G728	G728			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 214 lev52				
G729	G729			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 214 lev53				
G730	G730			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 214 lev54				
G731	G731			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 214 lev55				
G732	G732			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 214 lev56				
G733	G733			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 214 lev57				
G734	G734			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 214 lev58				
G735	G735			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 214 lev59				
G736	G736			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 214 lev60				
G737	G737			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 214 lev61				
G738	G738			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 214 lev62				
G739	G739			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 214 lev63				
G740	G740			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 215 lev0				
G741	G741			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 215 lev1				
G742	G742			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 215 lev2				
G743	G743			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 215 lev3				
G744	G744			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 215 lev4				
G745	G745			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 215 lev5				
G746	G746			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 215 lev6				
G747	G747			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 215 lev7				
G748	G748			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 215 lev8				
G749	G749			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 215 lev9				
G750	G750			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 215 lev10				
G751	G751			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 215 lev11				
G752	G752			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 215 lev12				
G753	G753			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 215 lev13				
G754	G754			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 215 lev14				
G755	G755			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 215 lev15				
G756	G756			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 215 lev16				
G757	G757			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 215 lev17				
G758	G758			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 215 lev18				
G759	G759			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 215 lev19				
G760	G760			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 215 lev20				
G761	G761			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 215 lev21				
G762	G762			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 215 lev22				
G763	G763			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 215 lev23				
G764	G764			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 215 lev24				
G765	G765			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 215 lev25				
G766	G766			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 215 lev26				
G767	G767			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 215 lev27				
G768	G768			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 215 lev28				
G769	G769			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 215 lev29				
G770	G770			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 215 lev30				
G771	G771			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 215 lev31				
G772	G772			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 215 lev32				
G773	G773			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 215 lev33				
G774	G774			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 215 lev34				
G775	G775			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 215 lev35				
G776	G776			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 215 lev36				
G777	G777			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 215 lev37				
G778	G778			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 215 lev38				
G779	G779			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 215 lev39				
G780	G780			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 215 lev40				
G781	G781			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 215 lev41				
G782	G782			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 215 lev42				
G783	G783			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 215 lev43				
G784	G784			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 215 lev44				
G785	G785			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 215 lev45				
G786	G786			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 215 lev46				
G787	G787			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 215 lev47				
G788	G788			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 215 lev48				
G789	G789			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 215 lev49				
G790	G790			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 215 lev50				
G791	G791			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 215 lev51				
G792	G792			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 215 lev52				
G793	G793			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 215 lev53				
G794	G794			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 215 lev54				
G795	G795			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 215 lev55				
G796	G796			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 215 lev56				
G797	G797			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 215 lev57				
G798	G798			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 215 lev58				
G799	G799			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 215 lev59				
G800	G800			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 215 lev60				
G801	G801			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 215 lev61				
G802	G802			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 215 lev62				
G803	G803			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 215 lev63				
G804	G804			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 216 lev0				
G805	G805			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 216 lev1				
G806	G806			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 216 lev2				
G807	G807			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 216 lev3				
G808	G808			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 216 lev4				
G809	G809			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 216 lev5				
G810	G810			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 216 lev6				
G811	G811			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 216 lev7				
G812	G812			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 216 lev8				
G813	G813			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 216 lev9				
G814	G814			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 216 lev10				
G815	G815			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 216 lev11				
G816	G816			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 216 lev12				
G817	G817			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 216 lev13				
G818	G818			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 216 lev14				
G819	G819			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 216 lev15				
G820	G820			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 216 lev16				
G821	G821			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 216 lev17				
G822	G822			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 216 lev18				
G823	G823			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 216 lev19				
G824	G824			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 216 lev20				
G825	G825			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 216 lev21				
G826	G826			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 216 lev22				
G827	G827			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 216 lev23				
G828	G828			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 216 lev24				
G829	G829			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 216 lev25				
G830	G830			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 216 lev26				
G831	G831			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 216 lev27				
G832	G832			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 216 lev28				
G833	G833			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 216 lev29				
G834	G834			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 216 lev30				
G835	G835			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 216 lev31				
G836	G836			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 216 lev32				
G837	G837			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 216 lev33				
G838	G838			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 216 lev34				
G839	G839			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 216 lev35				
G840	G840			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 216 lev36				
G841	G841			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 216 lev37				
G842	G842			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 216 lev38				
G843	G843			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 216 lev39				
G844	G844			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 216 lev40				
G845	G845			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 216 lev41				
G846	G846			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 216 lev42				
G847	G847			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 216 lev43				
G848	G848			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 216 lev44				
G849	G849			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 216 lev45				
G850	G850			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 216 lev46				
G851	G851			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 216 lev47				
G852	G852			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 216 lev48				
G853	G853			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 216 lev49				
G854	G854			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 216 lev50				
G855	G855			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 216 lev51				
G856	G856			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 216 lev52				
G857	G857			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 216 lev53				
G858	G858			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 216 lev54				
G859	G859			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 216 lev55				
G860	G860			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 216 lev56				
G861	G861			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 216 lev57				
G862	G862			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 216 lev58				
G863	G863			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 216 lev59				
G864	G864			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 216 lev60				
G865	G865			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 216 lev61				
G866	G866			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 216 lev62				
G867	G867			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 216 lev63				
G868	G868			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 217 lev0				
G869	G869			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 217 lev1				
G870	G870			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 217 lev2				
G871	G871			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 217 lev3				
G872	G872			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 217 lev4				
G873	G873			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 217 lev5				
G874	G874			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 217 lev6				
G875	G875			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 217 lev7				
G876	G876			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 217 lev8				
G877	G877			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 217 lev9				
G878	G878			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 217 lev10				
G879	G879			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 217 lev11				
G880	G880			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 217 lev12				
G881	G881			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 217 lev13				
G882	G882			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 217 lev14				
G883	G883			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 217 lev15				
G884	G884			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 217 lev16				
G885	G885			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 217 lev17				
G886	G886			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 217 lev18				
G887	G887			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 217 lev19				
G888	G888			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 217 lev20				
G889	G889			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 217 lev21				
G890	G890			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 217 lev22				
G891	G891			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 217 lev23				
G892	G892			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 217 lev24				
G893	G893			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 217 lev25				
G894	G894			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 217 lev26				
G895	G895			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 217 lev27				
G896	G896			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 217 lev28				
G897	G897			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 217 lev29				
G898	G898			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 217 lev30				
G899	G899			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 217 lev31				
G900	G900			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 217 lev32				
G901	G901			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 217 lev33				
G902	G902			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 217 lev34				
G903	G903			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 217 lev35				
G904	G904			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 217 lev36				
G905	G905			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 217 lev37				
G906	G906			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 217 lev38				
G907	G907			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 217 lev39				
G908	G908			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 217 lev40				
G909	G909			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 217 lev41				
G910	G910			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 217 lev42				
G911	G911			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 217 lev43				
G912	G912			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 217 lev44				
G913	G913			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 217 lev45				
G914	G914			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 217 lev46				
G915	G915			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 217 lev47				
G916	G916			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 217 lev48				
G917	G917			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 217 lev49				
G918	G918			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 217 lev50				
G919	G919			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 217 lev51				
G920	G920			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 217 lev52				
G921	G921			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 217 lev53				
G922	G922			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 217 lev54				
G923	G923			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 217 lev55				
G924	G924			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 217 lev56				
G925	G925			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 217 lev57				
G926	G926			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 217 lev58				
G927	G927			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 217 lev59				
G928	G928			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 217 lev60				
G929	G929			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 217 lev61				
G930	G930			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 217 lev62				
G931	G931			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 217 lev63				
G932	G932			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 218 lev0				
G933	G933			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 218 lev1				
